,GPS_point,Plot_size,_geolocation,_id,_notes,_submission_time,_uuid,area_in_hectare,crop_monsoon,crop_summer,crop_summer_001,crop_summer_1,crop_winter,crop_winter_001,crop_winter_1,deviceid,district,enum_name,harvest_date_mon,harvest_date_summ,harvest_date_winter,image,other_crop_monsoon,other_crop_summer,palika,plot_area,remarks,rounded_shape_area,shape,shape_area,sowing_date_mon,sowing_date_summ,sowing_date_winter,yield_mons,yield_summ,yield_summ_1,yield_winter,yield_winter_1,crop,yield,season
265,28.6786567 80.3893216 119.5 1.766,Yes,"[28.6786567, 80.3893216]",362436045,[],2024-07-21T11:02:41,521ea9a4-ce63-445a-abe6-f149fa64a0f8,0.068,maize,fallow,,,mustard,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-09-21,,,1721534356882.jpg,,,Belauri,2.0,Rukhle garda kheri jagga dhakiyako chha,800.33,28.67851481193523 80.38922030478716 0.0 0.0;28.678540696826097 80.38952842354774 0.0 0.0;28.678771013243903 80.38951836526394 0.0 0.0;28.678754541077573 80.38920253515244 0.0 0.0;28.67851481193523 80.38922030478716 0.0 0.0,800.3294930744709,2024-06-30,,,2352.94,,,955.88,,fallow,,summer
265,28.6786567 80.3893216 119.5 1.766,Yes,"[28.6786567, 80.3893216]",362436045,[],2024-07-21T11:02:41,521ea9a4-ce63-445a-abe6-f149fa64a0f8,0.068,maize,fallow,,,mustard,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-09-21,,,1721534356882.jpg,,,Belauri,2.0,Rukhle garda kheri jagga dhakiyako chha,800.33,28.67851481193523 80.38922030478716 0.0 0.0;28.678540696826097 80.38952842354774 0.0 0.0;28.678771013243903 80.38951836526394 0.0 0.0;28.678754541077573 80.38920253515244 0.0 0.0;28.67851481193523 80.38922030478716 0.0 0.0,800.3294930744709,2024-06-30,,,2352.94,,,955.88,,maize,2352.94,monsoon
266,28.6780078 80.3905632 113.70000000000002 4.5,Yes,"[28.6780078, 80.3905632]",362436050,[],2024-07-21T11:02:43,a137525e-bb07-4ad6-85df-5d73533f1412,0.272,sugarcane,sugarcane,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1721535138185.jpg,,,Belauri,8.0,None,2669.48,28.67789974974873 80.39011280983686 0.0 0.0;28.67777120688428 80.3907324001193 0.0 0.0;28.678173013117217 80.39077900350094 0.0 0.0;28.67829037789733 80.39020098745823 0.0 0.0;28.67789974974873 80.39011280983686 0.0 0.0,2669.4778639722545,,,,88235.29,88235.29,,88235.29,,sugarcane,88235.29,winter
266,28.6780078 80.3905632 113.70000000000002 4.5,Yes,"[28.6780078, 80.3905632]",362436050,[],2024-07-21T11:02:43,a137525e-bb07-4ad6-85df-5d73533f1412,0.272,sugarcane,sugarcane,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1721535138185.jpg,,,Belauri,8.0,None,2669.48,28.67789974974873 80.39011280983686 0.0 0.0;28.67777120688428 80.3907324001193 0.0 0.0;28.678173013117217 80.39077900350094 0.0 0.0;28.67829037789733 80.39020098745823 0.0 0.0;28.67789974974873 80.39011280983686 0.0 0.0,2669.4778639722545,,,,88235.29,88235.29,,88235.29,,sugarcane,88235.29,summer
266,28.6780078 80.3905632 113.70000000000002 4.5,Yes,"[28.6780078, 80.3905632]",362436050,[],2024-07-21T11:02:43,a137525e-bb07-4ad6-85df-5d73533f1412,0.272,sugarcane,sugarcane,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1721535138185.jpg,,,Belauri,8.0,None,2669.48,28.67789974974873 80.39011280983686 0.0 0.0;28.67777120688428 80.3907324001193 0.0 0.0;28.678173013117217 80.39077900350094 0.0 0.0;28.67829037789733 80.39020098745823 0.0 0.0;28.67789974974873 80.39011280983686 0.0 0.0,2669.4778639722545,,,,88235.29,88235.29,,88235.29,,sugarcane,88235.29,monsoon
267,28.6776852 80.3892798 114.20000000000002 2.72,Yes,"[28.6776852, 80.3892798]",362436054,[],2024-07-21T11:02:44,8299d801-a91f-41d2-a95d-6d4d88112abd,0.34,sugarcane,sugarcane,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1721535747280.jpg,,,Belauri,10.0,None,3407.33,28.677395872583347 80.3897138312459 0.0 0.0;28.677852980166424 80.38945131003857 0.0 0.0;28.677495589272525 80.3889024630189 0.0 0.0;28.677094074591597 80.38934033364058 0.0 0.0;28.677395872583347 80.3897138312459 0.0 0.0,3407.3313651172034,,,,102941.18,102941.18,,102941.18,,sugarcane,102941.18,winter
267,28.6776852 80.3892798 114.20000000000002 2.72,Yes,"[28.6776852, 80.3892798]",362436054,[],2024-07-21T11:02:44,8299d801-a91f-41d2-a95d-6d4d88112abd,0.34,sugarcane,sugarcane,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1721535747280.jpg,,,Belauri,10.0,None,3407.33,28.677395872583347 80.3897138312459 0.0 0.0;28.677852980166424 80.38945131003857 0.0 0.0;28.677495589272525 80.3889024630189 0.0 0.0;28.677094074591597 80.38934033364058 0.0 0.0;28.677395872583347 80.3897138312459 0.0 0.0,3407.3313651172034,,,,102941.18,102941.18,,102941.18,,sugarcane,102941.18,summer
267,28.6776852 80.3892798 114.20000000000002 2.72,Yes,"[28.6776852, 80.3892798]",362436054,[],2024-07-21T11:02:44,8299d801-a91f-41d2-a95d-6d4d88112abd,0.34,sugarcane,sugarcane,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1721535747280.jpg,,,Belauri,10.0,None,3407.33,28.677395872583347 80.3897138312459 0.0 0.0;28.677852980166424 80.38945131003857 0.0 0.0;28.677495589272525 80.3889024630189 0.0 0.0;28.677094074591597 80.38934033364058 0.0 0.0;28.677395872583347 80.3897138312459 0.0 0.0,3407.3313651172034,,,,102941.18,102941.18,,102941.18,,sugarcane,102941.18,monsoon
268,28.6750769 80.3880719 112.5 3.071,Yes,"[28.6750769, 80.3880719]",362436063,[],2024-07-21T11:02:45,b34eb39a-57f8-45ec-966d-b3610796cca3,0.23800000000000002,rice,fallow,,,wheat,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-11-19,,2024-03-23,1721536629360.jpg,,,Belauri,7.0,None,2388.96,28.67522914373793 80.38854170590639 0.0 0.0;28.675255617752075 80.38791239261627 0.0 0.0;28.6748764504002 80.38786478340626 0.0 0.0;28.674859683464664 80.3879526257515 0.0 0.0;28.674896158899944 80.38843642920256 0.0 0.0;28.67522914373793 80.38854170590639 0.0 0.0,2388.9553898595996,2024-06-18,,2023-12-05,4852.94,,,3235.29,,wheat,3235.29,winter
268,28.6750769 80.3880719 112.5 3.071,Yes,"[28.6750769, 80.3880719]",362436063,[],2024-07-21T11:02:45,b34eb39a-57f8-45ec-966d-b3610796cca3,0.23800000000000002,rice,fallow,,,wheat,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-11-19,,2024-03-23,1721536629360.jpg,,,Belauri,7.0,None,2388.96,28.67522914373793 80.38854170590639 0.0 0.0;28.675255617752075 80.38791239261627 0.0 0.0;28.6748764504002 80.38786478340626 0.0 0.0;28.674859683464664 80.3879526257515 0.0 0.0;28.674896158899944 80.38843642920256 0.0 0.0;28.67522914373793 80.38854170590639 0.0 0.0,2388.9553898595996,2024-06-18,,2023-12-05,4852.94,,,3235.29,,fallow,,summer
268,28.6750769 80.3880719 112.5 3.071,Yes,"[28.6750769, 80.3880719]",362436063,[],2024-07-21T11:02:45,b34eb39a-57f8-45ec-966d-b3610796cca3,0.23800000000000002,rice,fallow,,,wheat,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-11-19,,2024-03-23,1721536629360.jpg,,,Belauri,7.0,None,2388.96,28.67522914373793 80.38854170590639 0.0 0.0;28.675255617752075 80.38791239261627 0.0 0.0;28.6748764504002 80.38786478340626 0.0 0.0;28.674859683464664 80.3879526257515 0.0 0.0;28.674896158899944 80.38843642920256 0.0 0.0;28.67522914373793 80.38854170590639 0.0 0.0,2388.9553898595996,2024-06-18,,2023-12-05,4852.94,,,3235.29,,rice,4852.94,monsoon
269,28.6757367 80.39048 121.4 3.5,Yes,"[28.6757367, 80.39048]",362436072,[],2024-07-21T11:02:47,66649b7c-cee9-4273-9fb3-88ec1a29ece6,0.40800000000000003,sugarcane,sugarcane,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1721537359344.jpg,,,Belauri,12.0,None,4152.12,28.675378868907583 80.39012186229229 0.0 0.0;28.675230320360928 80.39045579731464 0.0 0.0;28.67627133237543 80.39085611701012 0.0 0.0;28.676394876488416 80.39055805653334 0.0 0.0;28.675378868907583 80.39012186229229 0.0 0.0,4152.11844037819,,,,97058.82,97058.82,,97058.82,,sugarcane,97058.82,winter
269,28.6757367 80.39048 121.4 3.5,Yes,"[28.6757367, 80.39048]",362436072,[],2024-07-21T11:02:47,66649b7c-cee9-4273-9fb3-88ec1a29ece6,0.40800000000000003,sugarcane,sugarcane,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1721537359344.jpg,,,Belauri,12.0,None,4152.12,28.675378868907583 80.39012186229229 0.0 0.0;28.675230320360928 80.39045579731464 0.0 0.0;28.67627133237543 80.39085611701012 0.0 0.0;28.676394876488416 80.39055805653334 0.0 0.0;28.675378868907583 80.39012186229229 0.0 0.0,4152.11844037819,,,,97058.82,97058.82,,97058.82,,sugarcane,97058.82,summer
269,28.6757367 80.39048 121.4 3.5,Yes,"[28.6757367, 80.39048]",362436072,[],2024-07-21T11:02:47,66649b7c-cee9-4273-9fb3-88ec1a29ece6,0.40800000000000003,sugarcane,sugarcane,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1721537359344.jpg,,,Belauri,12.0,None,4152.12,28.675378868907583 80.39012186229229 0.0 0.0;28.675230320360928 80.39045579731464 0.0 0.0;28.67627133237543 80.39085611701012 0.0 0.0;28.676394876488416 80.39055805653334 0.0 0.0;28.675378868907583 80.39012186229229 0.0 0.0,4152.11844037819,,,,97058.82,97058.82,,97058.82,,sugarcane,97058.82,monsoon
270,28.6744133 80.3903317 123.70000000000002 1.9,Yes,"[28.6744133, 80.3903317]",362436080,[],2024-07-21T11:02:48,56807bde-c444-4ed9-a5c2-d69b0f14a406,0.054400000000000004,rice,fallow,,,wheat,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-10-31,,2024-03-31,1721538149220.jpg,,,Belauri,1.6,None,523.83,28.67412399475671 80.39029754698277 0.0 0.0;28.674276368931682 80.39043668657541 0.0 0.0;28.67440462192651 80.39023853838444 0.0 0.0;28.674226656146054 80.39010375738144 0.0 0.0;28.67412399475671 80.39029754698277 0.0 0.0,523.8344104780681,2024-06-14,,2023-11-15,4227.94,,,2205.88,,wheat,2205.88,winter
270,28.6744133 80.3903317 123.70000000000002 1.9,Yes,"[28.6744133, 80.3903317]",362436080,[],2024-07-21T11:02:48,56807bde-c444-4ed9-a5c2-d69b0f14a406,0.054400000000000004,rice,fallow,,,wheat,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-10-31,,2024-03-31,1721538149220.jpg,,,Belauri,1.6,None,523.83,28.67412399475671 80.39029754698277 0.0 0.0;28.674276368931682 80.39043668657541 0.0 0.0;28.67440462192651 80.39023853838444 0.0 0.0;28.674226656146054 80.39010375738144 0.0 0.0;28.67412399475671 80.39029754698277 0.0 0.0,523.8344104780681,2024-06-14,,2023-11-15,4227.94,,,2205.88,,fallow,,summer
270,28.6744133 80.3903317 123.70000000000002 1.9,Yes,"[28.6744133, 80.3903317]",362436080,[],2024-07-21T11:02:48,56807bde-c444-4ed9-a5c2-d69b0f14a406,0.054400000000000004,rice,fallow,,,wheat,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-10-31,,2024-03-31,1721538149220.jpg,,,Belauri,1.6,None,523.83,28.67412399475671 80.39029754698277 0.0 0.0;28.674276368931682 80.39043668657541 0.0 0.0;28.67440462192651 80.39023853838444 0.0 0.0;28.674226656146054 80.39010375738144 0.0 0.0;28.67412399475671 80.39029754698277 0.0 0.0,523.8344104780681,2024-06-14,,2023-11-15,4227.94,,,2205.88,,rice,4227.94,monsoon
271,28.6790242 80.3840533 120.9 2.0,Yes,"[28.6790242, 80.3840533]",362436086,[],2024-07-21T11:02:50,0db401ce-45f4-4642-80a6-7b625b3748f6,0.677,sugarcane,sugarcane,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1721530767624.jpg,,,Punarbas,1.0,None,6216.95,28.67794298953265 80.3840858861804 0.0 0.0;28.680146724135092 80.3841432183981 0.0 0.0;28.680355564704787 80.38425955921412 0.0 0.0;28.680510871224666 80.38391422480345 0.0 0.0;28.6784683367742 80.38389176130295 0.0 0.0;28.677991523962763 80.38384012877941 0.0 0.0;28.67794298953265 80.3840858861804 0.0 0.0,6216.954465516442,,,,94534.71,94534.71,,94534.71,,sugarcane,94534.71,winter
271,28.6790242 80.3840533 120.9 2.0,Yes,"[28.6790242, 80.3840533]",362436086,[],2024-07-21T11:02:50,0db401ce-45f4-4642-80a6-7b625b3748f6,0.677,sugarcane,sugarcane,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1721530767624.jpg,,,Punarbas,1.0,None,6216.95,28.67794298953265 80.3840858861804 0.0 0.0;28.680146724135092 80.3841432183981 0.0 0.0;28.680355564704787 80.38425955921412 0.0 0.0;28.680510871224666 80.38391422480345 0.0 0.0;28.6784683367742 80.38389176130295 0.0 0.0;28.677991523962763 80.38384012877941 0.0 0.0;28.67794298953265 80.3840858861804 0.0 0.0,6216.954465516442,,,,94534.71,94534.71,,94534.71,,sugarcane,94534.71,summer
271,28.6790242 80.3840533 120.9 2.0,Yes,"[28.6790242, 80.3840533]",362436086,[],2024-07-21T11:02:50,0db401ce-45f4-4642-80a6-7b625b3748f6,0.677,sugarcane,sugarcane,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1721530767624.jpg,,,Punarbas,1.0,None,6216.95,28.67794298953265 80.3840858861804 0.0 0.0;28.680146724135092 80.3841432183981 0.0 0.0;28.680355564704787 80.38425955921412 0.0 0.0;28.680510871224666 80.38391422480345 0.0 0.0;28.6784683367742 80.38389176130295 0.0 0.0;28.677991523962763 80.38384012877941 0.0 0.0;28.67794298953265 80.3840858861804 0.0 0.0,6216.954465516442,,,,94534.71,94534.71,,94534.71,,sugarcane,94534.71,monsoon
310,28.6939201 80.3671047 126.221923828125 4.064,Yes,"[28.6939201, 80.3671047]",362448066,[],2024-07-21T11:58:06,c82e1563-d47c-43f3-afc2-ba2aa2c29467,0.17,rice,fallow,,,wheat,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-09-30,,2024-03-29,1721530162400.jpg,,,Belauri,5.0,,1685.94,28.693638439945627 80.36685403436422 0.0 0.0;28.693851371056418 80.36734152585268 0.0 0.0;28.694001657808975 80.3672818467021 0.0 0.0;28.6939315 80.3670618 0.0 0.0;28.69407841866981 80.36698412150145 0.0 0.0;28.69394283718788 80.3666689619422 0.0 0.0;28.693638439945627 80.36685403436422 0.0 0.0,1685.9394528328603,2024-06-17,,2023-11-22,7647.06,,,3823.53,,wheat,3823.53,winter
310,28.6939201 80.3671047 126.221923828125 4.064,Yes,"[28.6939201, 80.3671047]",362448066,[],2024-07-21T11:58:06,c82e1563-d47c-43f3-afc2-ba2aa2c29467,0.17,rice,fallow,,,wheat,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-09-30,,2024-03-29,1721530162400.jpg,,,Belauri,5.0,,1685.94,28.693638439945627 80.36685403436422 0.0 0.0;28.693851371056418 80.36734152585268 0.0 0.0;28.694001657808975 80.3672818467021 0.0 0.0;28.6939315 80.3670618 0.0 0.0;28.69407841866981 80.36698412150145 0.0 0.0;28.69394283718788 80.3666689619422 0.0 0.0;28.693638439945627 80.36685403436422 0.0 0.0,1685.9394528328603,2024-06-17,,2023-11-22,7647.06,,,3823.53,,fallow,,summer
310,28.6939201 80.3671047 126.221923828125 4.064,Yes,"[28.6939201, 80.3671047]",362448066,[],2024-07-21T11:58:06,c82e1563-d47c-43f3-afc2-ba2aa2c29467,0.17,rice,fallow,,,wheat,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-09-30,,2024-03-29,1721530162400.jpg,,,Belauri,5.0,,1685.94,28.693638439945627 80.36685403436422 0.0 0.0;28.693851371056418 80.36734152585268 0.0 0.0;28.694001657808975 80.3672818467021 0.0 0.0;28.6939315 80.3670618 0.0 0.0;28.69407841866981 80.36698412150145 0.0 0.0;28.69394283718788 80.3666689619422 0.0 0.0;28.693638439945627 80.36685403436422 0.0 0.0,1685.9394528328603,2024-06-17,,2023-11-22,7647.06,,,3823.53,,rice,7647.06,monsoon
311,28.693837 80.3658267 141.3000030517578 4.705,Yes,"[28.693837, 80.3658267]",362448081,[],2024-07-21T11:58:08,450a2192-5a59-4d05-9675-d6660006b979,0.17,rice,fallow,,,wheat,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-10-13,,2024-03-27,1721532487591.jpg,,,Belauri,5.0,,1650.78,28.69376490460786 80.36552600562572 0.0 0.0;28.69372814164041 80.36606445908546 0.0 0.0;28.69398871727517 80.36612011492252 0.0 0.0;28.69409929996704 80.36569263786077 0.0 0.0;28.69376490460786 80.36552600562572 0.0 0.0,1650.775670615214,2024-06-29,,2023-11-26,7058.82,,,3235.29,,wheat,3235.29,winter
311,28.693837 80.3658267 141.3000030517578 4.705,Yes,"[28.693837, 80.3658267]",362448081,[],2024-07-21T11:58:08,450a2192-5a59-4d05-9675-d6660006b979,0.17,rice,fallow,,,wheat,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-10-13,,2024-03-27,1721532487591.jpg,,,Belauri,5.0,,1650.78,28.69376490460786 80.36552600562572 0.0 0.0;28.69372814164041 80.36606445908546 0.0 0.0;28.69398871727517 80.36612011492252 0.0 0.0;28.69409929996704 80.36569263786077 0.0 0.0;28.69376490460786 80.36552600562572 0.0 0.0,1650.775670615214,2024-06-29,,2023-11-26,7058.82,,,3235.29,,fallow,,summer
311,28.693837 80.3658267 141.3000030517578 4.705,Yes,"[28.693837, 80.3658267]",362448081,[],2024-07-21T11:58:08,450a2192-5a59-4d05-9675-d6660006b979,0.17,rice,fallow,,,wheat,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-10-13,,2024-03-27,1721532487591.jpg,,,Belauri,5.0,,1650.78,28.69376490460786 80.36552600562572 0.0 0.0;28.69372814164041 80.36606445908546 0.0 0.0;28.69398871727517 80.36612011492252 0.0 0.0;28.69409929996704 80.36569263786077 0.0 0.0;28.69376490460786 80.36552600562572 0.0 0.0,1650.775670615214,2024-06-29,,2023-11-26,7058.82,,,3235.29,,rice,7058.82,monsoon
312,28.6949982 80.3662002 117.71160888671875 3.888,Yes,"[28.6949982, 80.3662002]",362448091,[],2024-07-21T11:58:09,49e29faa-e485-4460-986f-69494069fb16,0.23800000000000002,sugarcane,sugarcane,,,sugarcane,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,,,,1721533526860.jpg,,,Belauri,7.0,,2453.34,28.694732795370424 80.36602053791285 0.0 0.0;28.694901315089805 80.36638498306274 0.0 0.0;28.69532011335712 80.36623176187277 0.0 0.0;28.695257764283035 80.36574460566044 0.0 0.0;28.694732795370424 80.36602053791285 0.0 0.0,2453.3368567089274,,,,105042.02,105042.02,,105042.02,,sugarcane,105042.02,winter
312,28.6949982 80.3662002 117.71160888671875 3.888,Yes,"[28.6949982, 80.3662002]",362448091,[],2024-07-21T11:58:09,49e29faa-e485-4460-986f-69494069fb16,0.23800000000000002,sugarcane,sugarcane,,,sugarcane,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,,,,1721533526860.jpg,,,Belauri,7.0,,2453.34,28.694732795370424 80.36602053791285 0.0 0.0;28.694901315089805 80.36638498306274 0.0 0.0;28.69532011335712 80.36623176187277 0.0 0.0;28.695257764283035 80.36574460566044 0.0 0.0;28.694732795370424 80.36602053791285 0.0 0.0,2453.3368567089274,,,,105042.02,105042.02,,105042.02,,sugarcane,105042.02,summer
312,28.6949982 80.3662002 117.71160888671875 3.888,Yes,"[28.6949982, 80.3662002]",362448091,[],2024-07-21T11:58:09,49e29faa-e485-4460-986f-69494069fb16,0.23800000000000002,sugarcane,sugarcane,,,sugarcane,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,,,,1721533526860.jpg,,,Belauri,7.0,,2453.34,28.694732795370424 80.36602053791285 0.0 0.0;28.694901315089805 80.36638498306274 0.0 0.0;28.69532011335712 80.36623176187277 0.0 0.0;28.695257764283035 80.36574460566044 0.0 0.0;28.694732795370424 80.36602053791285 0.0 0.0,2453.3368567089274,,,,105042.02,105042.02,,105042.02,,sugarcane,105042.02,monsoon
313,28.6987767 80.3633951 117.52813720703125 4.815,Yes,"[28.6987767, 80.3633951]",362448103,[],2024-07-21T11:58:11,93ad08bb-80b1-45c0-a674-4654514a4484,0.136,rice,maize,,,lentil,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-09-27,2024-05-24,,1721538731652.jpg,,,Belauri,4.0,,1361.13,28.698695142721466 80.36320488899946 0.0 0.0;28.698610150724573 80.36367293447256 0.0 0.0;28.698841893446325 80.36372490227222 0.0 0.0;28.698988349876398 80.3633064776659 0.0 0.0;28.698695142721466 80.36320488899946 0.0 0.0,1361.1287950881974,2024-06-21,2024-03-01,,6250,2573.53,,2573.53,,lentil,2573.53,winter
313,28.6987767 80.3633951 117.52813720703125 4.815,Yes,"[28.6987767, 80.3633951]",362448103,[],2024-07-21T11:58:11,93ad08bb-80b1-45c0-a674-4654514a4484,0.136,rice,maize,,,lentil,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-09-27,2024-05-24,,1721538731652.jpg,,,Belauri,4.0,,1361.13,28.698695142721466 80.36320488899946 0.0 0.0;28.698610150724573 80.36367293447256 0.0 0.0;28.698841893446325 80.36372490227222 0.0 0.0;28.698988349876398 80.3633064776659 0.0 0.0;28.698695142721466 80.36320488899946 0.0 0.0,1361.1287950881974,2024-06-21,2024-03-01,,6250,2573.53,,2573.53,,maize,2573.53,summer
313,28.6987767 80.3633951 117.52813720703125 4.815,Yes,"[28.6987767, 80.3633951]",362448103,[],2024-07-21T11:58:11,93ad08bb-80b1-45c0-a674-4654514a4484,0.136,rice,maize,,,lentil,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-09-27,2024-05-24,,1721538731652.jpg,,,Belauri,4.0,,1361.13,28.698695142721466 80.36320488899946 0.0 0.0;28.698610150724573 80.36367293447256 0.0 0.0;28.698841893446325 80.36372490227222 0.0 0.0;28.698988349876398 80.3633064776659 0.0 0.0;28.698695142721466 80.36320488899946 0.0 0.0,1361.1287950881974,2024-06-21,2024-03-01,,6250,2573.53,,2573.53,,rice,6250,monsoon
314,28.70077 80.3673532 139.435302734375 4.951,Yes,"[28.70077, 80.3673532]",362448115,[],2024-07-21T11:58:12,4073a4b5-2343-41bb-b7d1-c9c675c4f559,0.11900000000000001,rice,fallow,,,wheat,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-11-02,,2024-03-22,1721542278457.jpg,,,Belauri,3.5,,1287.14,28.700650821852577 80.36714069545269 0.0 0.0;28.70070375702031 80.36754202097654 0.0 0.0;28.700998723047988 80.36748971790075 0.0 0.0;28.700967256123533 80.36712560802698 0.0 0.0;28.700650821852577 80.36714069545269 0.0 0.0,1287.1427257141981,2024-06-19,,2023-11-25,4621.85,,,2100.84,,wheat,2100.84,winter
314,28.70077 80.3673532 139.435302734375 4.951,Yes,"[28.70077, 80.3673532]",362448115,[],2024-07-21T11:58:12,4073a4b5-2343-41bb-b7d1-c9c675c4f559,0.11900000000000001,rice,fallow,,,wheat,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-11-02,,2024-03-22,1721542278457.jpg,,,Belauri,3.5,,1287.14,28.700650821852577 80.36714069545269 0.0 0.0;28.70070375702031 80.36754202097654 0.0 0.0;28.700998723047988 80.36748971790075 0.0 0.0;28.700967256123533 80.36712560802698 0.0 0.0;28.700650821852577 80.36714069545269 0.0 0.0,1287.1427257141981,2024-06-19,,2023-11-25,4621.85,,,2100.84,,fallow,,summer
314,28.70077 80.3673532 139.435302734375 4.951,Yes,"[28.70077, 80.3673532]",362448115,[],2024-07-21T11:58:12,4073a4b5-2343-41bb-b7d1-c9c675c4f559,0.11900000000000001,rice,fallow,,,wheat,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-11-02,,2024-03-22,1721542278457.jpg,,,Belauri,3.5,,1287.14,28.700650821852577 80.36714069545269 0.0 0.0;28.70070375702031 80.36754202097654 0.0 0.0;28.700998723047988 80.36748971790075 0.0 0.0;28.700967256123533 80.36712560802698 0.0 0.0;28.700650821852577 80.36714069545269 0.0 0.0,1287.1427257141981,2024-06-19,,2023-11-25,4621.85,,,2100.84,,rice,4621.85,monsoon
315,28.7020001 80.3677362 126.29547119140625 3.79,Yes,"[28.7020001, 80.3677362]",362448124,[],2024-07-21T11:58:13,93fba0b0-131d-4086-ade5-371df28c75e4,0.10200000000000001,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-10-30,,,1721542654916.jpg,,,Belauri,3.0,,1043.38,28.701794509599505 80.3677049651742 0.0 0.0;28.701831857895783 80.36798056215048 0.0 0.0;28.702159463639898 80.3678897023201 0.0 0.0;28.7021021180047 80.36759130656719 0.0 0.0;28.701794509599505 80.3677049651742 0.0 0.0,1043.3837386215773,2024-06-28,,,2941.18,,,2450.98,980.39,lentil,2450.98,winter
315,28.7020001 80.3677362 126.29547119140625 3.79,Yes,"[28.7020001, 80.3677362]",362448124,[],2024-07-21T11:58:13,93fba0b0-131d-4086-ade5-371df28c75e4,0.10200000000000001,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-10-30,,,1721542654916.jpg,,,Belauri,3.0,,1043.38,28.701794509599505 80.3677049651742 0.0 0.0;28.701831857895783 80.36798056215048 0.0 0.0;28.702159463639898 80.3678897023201 0.0 0.0;28.7021021180047 80.36759130656719 0.0 0.0;28.701794509599505 80.3677049651742 0.0 0.0,1043.3837386215773,2024-06-28,,,2941.18,,,2450.98,980.39,mustard,980.39,winter
