,GPS_point,Plot_size,_geolocation,_id,_notes,_submission_time,_uuid,area_in_hectare,crop_monsoon,crop_summer,crop_summer_001,crop_summer_1,crop_winter,crop_winter_001,crop_winter_1,deviceid,district,enum_name,harvest_date_mon,harvest_date_summ,harvest_date_winter,image,other_crop_monsoon,other_crop_summer,palika,plot_area,remarks,rounded_shape_area,shape,shape_area,sowing_date_mon,sowing_date_summ,sowing_date_winter,yield_mons,yield_summ,yield_summ_1,yield_winter,yield_winter_1,crop,yield,season
173,28.6079941 81.1504264 105.35748291015625 3.421,Yes,"[28.6079941, 81.1504264]",362285459,[],2024-07-20T16:11:09,5ef781be-cfdd-4a3e-918f-ae1082c74c32,0.47600000000000003,rice,fallow,,,wheat,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-16,,2024-03-30,1721449582976.jpg,,,Lamki Chuha,14.0,,3632.46,28.60813605442729 81.15108367055655 0.0 0.0; 28.607873499306336 81.15103472024202 0.0 0.0; 28.60779696966325 81.15013215690851 0.0 0.0; 28.608261444870134 81.15015394985676 0.0 0.0; 28.60813605442729 81.15108367055655 0.0 0.0,3632.4623707689543,2024-07-01,,2023-11-18,1470.59,,,840.34,,rice,1470.59,monsoon
174,28.6030658 81.1498443 123.4144287109375 6.085,Yes,"[28.6030658, 81.1498443]",362285496,[],2024-07-20T16:11:14,c7267cef-821e-414f-af9d-9bea1b770d73,1.354,grassland,grassland,,,grassland,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,,,,1721453829748.jpg,,,Lamki Chuha,2.0,,10519.87,28.60290690423225 81.14914074540138 0.0 0.0; 28.602459183865427 81.14969428628683 0.0 0.0; 28.6033372556072 81.15072123706341 0.0 0.0; 28.60378968193054 81.15008689463139 0.0 0.0; 28.60290690423225 81.14914074540138 0.0 0.0,10519.870708344173,,,,,,,,,grassland,,winter
174,28.6030658 81.1498443 123.4144287109375 6.085,Yes,"[28.6030658, 81.1498443]",362285496,[],2024-07-20T16:11:14,c7267cef-821e-414f-af9d-9bea1b770d73,1.354,grassland,grassland,,,grassland,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,,,,1721453829748.jpg,,,Lamki Chuha,2.0,,10519.87,28.60290690423225 81.14914074540138 0.0 0.0; 28.602459183865427 81.14969428628683 0.0 0.0; 28.6033372556072 81.15072123706341 0.0 0.0; 28.60378968193054 81.15008689463139 0.0 0.0; 28.60290690423225 81.14914074540138 0.0 0.0,10519.870708344173,,,,,,,,,grassland,,summer
174,28.6030658 81.1498443 123.4144287109375 6.085,Yes,"[28.6030658, 81.1498443]",362285496,[],2024-07-20T16:11:14,c7267cef-821e-414f-af9d-9bea1b770d73,1.354,grassland,grassland,,,grassland,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,,,,1721453829748.jpg,,,Lamki Chuha,2.0,,10519.87,28.60290690423225 81.14914074540138 0.0 0.0; 28.602459183865427 81.14969428628683 0.0 0.0; 28.6033372556072 81.15072123706341 0.0 0.0; 28.60378968193054 81.15008689463139 0.0 0.0; 28.60290690423225 81.14914074540138 0.0 0.0,10519.870708344173,,,,,,,,,grassland,,monsoon
175,28.5989776 81.1538187 128.38531494140625 4.973,Yes,"[28.5989776, 81.1538187]",362285521,[],2024-07-20T16:11:19,71647670-6629-46ce-a093-cf9ee605d0ef,0.136,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-21,,,1721457483248.jpg,,,Lamki Chuha,4.0,,1068.64,28.599157003266026 81.15379370748997 0.0 0.0; 28.599053974033037 81.15408103913069 0.0 0.0; 28.598736643360837 81.15386679768562 0.0 0.0; 28.598801699170412 81.15365758538246 0.0 0.0; 28.599157003266026 81.15379370748997 0.0 0.0,1068.640713454245,2024-06-29,,,3308.82,,,294.12,294.12,lentil,294.12,winter
175,28.5989776 81.1538187 128.38531494140625 4.973,Yes,"[28.5989776, 81.1538187]",362285521,[],2024-07-20T16:11:19,71647670-6629-46ce-a093-cf9ee605d0ef,0.136,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-21,,,1721457483248.jpg,,,Lamki Chuha,4.0,,1068.64,28.599157003266026 81.15379370748997 0.0 0.0; 28.599053974033037 81.15408103913069 0.0 0.0; 28.598736643360837 81.15386679768562 0.0 0.0; 28.598801699170412 81.15365758538246 0.0 0.0; 28.599157003266026 81.15379370748997 0.0 0.0,1068.640713454245,2024-06-29,,,3308.82,,,294.12,294.12,mustard,294.12,winter
175,28.5989776 81.1538187 128.38531494140625 4.973,Yes,"[28.5989776, 81.1538187]",362285521,[],2024-07-20T16:11:19,71647670-6629-46ce-a093-cf9ee605d0ef,0.136,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-21,,,1721457483248.jpg,,,Lamki Chuha,4.0,,1068.64,28.599157003266026 81.15379370748997 0.0 0.0; 28.599053974033037 81.15408103913069 0.0 0.0; 28.598736643360837 81.15386679768562 0.0 0.0; 28.598801699170412 81.15365758538246 0.0 0.0; 28.599157003266026 81.15379370748997 0.0 0.0,1068.640713454245,2024-06-29,,,3308.82,,,294.12,294.12,fallow,,summer
175,28.5989776 81.1538187 128.38531494140625 4.973,Yes,"[28.5989776, 81.1538187]",362285521,[],2024-07-20T16:11:19,71647670-6629-46ce-a093-cf9ee605d0ef,0.136,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-21,,,1721457483248.jpg,,,Lamki Chuha,4.0,,1068.64,28.599157003266026 81.15379370748997 0.0 0.0; 28.599053974033037 81.15408103913069 0.0 0.0; 28.598736643360837 81.15386679768562 0.0 0.0; 28.598801699170412 81.15365758538246 0.0 0.0; 28.599157003266026 81.15379370748997 0.0 0.0,1068.640713454245,2024-06-29,,,3308.82,,,294.12,294.12,rice,3308.82,monsoon
176,28.5977293 81.1558356 139.39999389648438 6.725,Yes,"[28.5977293, 81.1558356]",362285543,[],2024-07-20T16:11:23,bb231c5c-7bda-4f14-aaf4-e81b12d285f3,0.272,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-15,,,1721458749627.jpg,,,Lamki Chuha,8.0,,1568.38,28.597610082298626 81.15549590438604 0.0 0.0; 28.597883554855297 81.15568600594997 0.0 0.0; 28.597781701865678 81.1559783667326 0.0 0.0; 28.597405492568633 81.15602195262909 0.0 0.0; 28.597610082298626 81.15549590438604 0.0 0.0,1568.378766899758,2024-06-26,,,2205.88,,,73.53,36.76,lentil,73.53,winter
176,28.5977293 81.1558356 139.39999389648438 6.725,Yes,"[28.5977293, 81.1558356]",362285543,[],2024-07-20T16:11:23,bb231c5c-7bda-4f14-aaf4-e81b12d285f3,0.272,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-15,,,1721458749627.jpg,,,Lamki Chuha,8.0,,1568.38,28.597610082298626 81.15549590438604 0.0 0.0; 28.597883554855297 81.15568600594997 0.0 0.0; 28.597781701865678 81.1559783667326 0.0 0.0; 28.597405492568633 81.15602195262909 0.0 0.0; 28.597610082298626 81.15549590438604 0.0 0.0,1568.378766899758,2024-06-26,,,2205.88,,,73.53,36.76,mustard,36.76,winter
176,28.5977293 81.1558356 139.39999389648438 6.725,Yes,"[28.5977293, 81.1558356]",362285543,[],2024-07-20T16:11:23,bb231c5c-7bda-4f14-aaf4-e81b12d285f3,0.272,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-15,,,1721458749627.jpg,,,Lamki Chuha,8.0,,1568.38,28.597610082298626 81.15549590438604 0.0 0.0; 28.597883554855297 81.15568600594997 0.0 0.0; 28.597781701865678 81.1559783667326 0.0 0.0; 28.597405492568633 81.15602195262909 0.0 0.0; 28.597610082298626 81.15549590438604 0.0 0.0,1568.378766899758,2024-06-26,,,2205.88,,,73.53,36.76,fallow,,summer
176,28.5977293 81.1558356 139.39999389648438 6.725,Yes,"[28.5977293, 81.1558356]",362285543,[],2024-07-20T16:11:23,bb231c5c-7bda-4f14-aaf4-e81b12d285f3,0.272,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-15,,,1721458749627.jpg,,,Lamki Chuha,8.0,,1568.38,28.597610082298626 81.15549590438604 0.0 0.0; 28.597883554855297 81.15568600594997 0.0 0.0; 28.597781701865678 81.1559783667326 0.0 0.0; 28.597405492568633 81.15602195262909 0.0 0.0; 28.597610082298626 81.15549590438604 0.0 0.0,1568.378766899758,2024-06-26,,,2205.88,,,73.53,36.76,rice,2205.88,monsoon
177,28.5978247 81.1539297 139.39999389648438 6.326,Yes,"[28.5978247, 81.1539297]",362285569,[],2024-07-20T16:11:27,e23d0476-4f54-4614-a743-279eab60e2b8,0.068,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-22,,,1721460079744.jpg,,,Lamki Chuha,2.0,,867.18,28.59797010038163 81.15390803664923 0.0 0.0; 28.597884143600627 81.15417625755072 0.0 0.0; 28.597623917848736 81.1540287360549 0.0 0.0; 28.5977298922146 81.15376956760883 0.0 0.0; 28.59797010038163 81.15390803664923 0.0 0.0,867.1813820052582,2024-06-26,,,2941.18,,,220.59,73.53,lentil,220.59,winter
177,28.5978247 81.1539297 139.39999389648438 6.326,Yes,"[28.5978247, 81.1539297]",362285569,[],2024-07-20T16:11:27,e23d0476-4f54-4614-a743-279eab60e2b8,0.068,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-22,,,1721460079744.jpg,,,Lamki Chuha,2.0,,867.18,28.59797010038163 81.15390803664923 0.0 0.0; 28.597884143600627 81.15417625755072 0.0 0.0; 28.597623917848736 81.1540287360549 0.0 0.0; 28.5977298922146 81.15376956760883 0.0 0.0; 28.59797010038163 81.15390803664923 0.0 0.0,867.1813820052582,2024-06-26,,,2941.18,,,220.59,73.53,mustard,73.53,winter
177,28.5978247 81.1539297 139.39999389648438 6.326,Yes,"[28.5978247, 81.1539297]",362285569,[],2024-07-20T16:11:27,e23d0476-4f54-4614-a743-279eab60e2b8,0.068,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-22,,,1721460079744.jpg,,,Lamki Chuha,2.0,,867.18,28.59797010038163 81.15390803664923 0.0 0.0; 28.597884143600627 81.15417625755072 0.0 0.0; 28.597623917848736 81.1540287360549 0.0 0.0; 28.5977298922146 81.15376956760883 0.0 0.0; 28.59797010038163 81.15390803664923 0.0 0.0,867.1813820052582,2024-06-26,,,2941.18,,,220.59,73.53,fallow,,summer
177,28.5978247 81.1539297 139.39999389648438 6.326,Yes,"[28.5978247, 81.1539297]",362285569,[],2024-07-20T16:11:27,e23d0476-4f54-4614-a743-279eab60e2b8,0.068,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-22,,,1721460079744.jpg,,,Lamki Chuha,2.0,,867.18,28.59797010038163 81.15390803664923 0.0 0.0; 28.597884143600627 81.15417625755072 0.0 0.0; 28.597623917848736 81.1540287360549 0.0 0.0; 28.5977298922146 81.15376956760883 0.0 0.0; 28.59797010038163 81.15390803664923 0.0 0.0,867.1813820052582,2024-06-26,,,2941.18,,,220.59,73.53,rice,2941.18,monsoon
178,28.5968817 81.1499258 135.5 6.732,Yes,"[28.5968817, 81.1499258]",362285581,[],2024-07-20T16:11:30,c0cc9e15-ee0a-45ec-a46a-deb1c67a90f0,0.051000000000000004,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-24,,,1721462777776.jpg,,,Lamki Chuha,1.5,,468.96,28.596984536907385 81.15006174892187 0.0 0.0; 28.597097576914884 81.14984516054392 0.0 0.0; 28.59694626812731 81.14976804703474 0.0 0.0; 28.59682145293236 81.14997860044241 0.0 0.0; 28.596984536907385 81.15006174892187 0.0 0.0,468.9613512903378,2024-06-26,,,1960.78,,,137.25,58.82,lentil,137.25,winter
178,28.5968817 81.1499258 135.5 6.732,Yes,"[28.5968817, 81.1499258]",362285581,[],2024-07-20T16:11:30,c0cc9e15-ee0a-45ec-a46a-deb1c67a90f0,0.051000000000000004,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-24,,,1721462777776.jpg,,,Lamki Chuha,1.5,,468.96,28.596984536907385 81.15006174892187 0.0 0.0; 28.597097576914884 81.14984516054392 0.0 0.0; 28.59694626812731 81.14976804703474 0.0 0.0; 28.59682145293236 81.14997860044241 0.0 0.0; 28.596984536907385 81.15006174892187 0.0 0.0,468.9613512903378,2024-06-26,,,1960.78,,,137.25,58.82,mustard,58.82,winter
178,28.5968817 81.1499258 135.5 6.732,Yes,"[28.5968817, 81.1499258]",362285581,[],2024-07-20T16:11:30,c0cc9e15-ee0a-45ec-a46a-deb1c67a90f0,0.051000000000000004,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-24,,,1721462777776.jpg,,,Lamki Chuha,1.5,,468.96,28.596984536907385 81.15006174892187 0.0 0.0; 28.597097576914884 81.14984516054392 0.0 0.0; 28.59694626812731 81.14976804703474 0.0 0.0; 28.59682145293236 81.14997860044241 0.0 0.0; 28.596984536907385 81.15006174892187 0.0 0.0,468.9613512903378,2024-06-26,,,1960.78,,,137.25,58.82,fallow,,summer
178,28.5968817 81.1499258 135.5 6.732,Yes,"[28.5968817, 81.1499258]",362285581,[],2024-07-20T16:11:30,c0cc9e15-ee0a-45ec-a46a-deb1c67a90f0,0.051000000000000004,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-24,,,1721462777776.jpg,,,Lamki Chuha,1.5,,468.96,28.596984536907385 81.15006174892187 0.0 0.0; 28.597097576914884 81.14984516054392 0.0 0.0; 28.59694626812731 81.14976804703474 0.0 0.0; 28.59682145293236 81.14997860044241 0.0 0.0; 28.596984536907385 81.15006174892187 0.0 0.0,468.9613512903378,2024-06-26,,,1960.78,,,137.25,58.82,rice,1960.78,monsoon
179,28.599032 81.1559912 143.29998779296875 4.875,Yes,"[28.599032, 81.1559912]",362285596,[],2024-07-20T16:11:34,8c3c4056-5d01-49a3-b8d3-a30a372373fe,0.10200000000000001,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-18,,,1721458310307.jpg,,,Lamki Chuha,3.0,,1059.54,28.599359823375213 81.15626972168684 0.0 0.0; 28.59930271586593 81.15637768059969 0.0 0.0; 28.59887764662566 81.15604642778635 0.0 0.0; 28.599016589114964 81.15584123879671 0.0 0.0; 28.599359823375213 81.15626972168684 0.0 0.0,1059.5410402994137,2024-06-27,,,1960.78,,,294.12,98.04,lentil,294.12,winter
179,28.599032 81.1559912 143.29998779296875 4.875,Yes,"[28.599032, 81.1559912]",362285596,[],2024-07-20T16:11:34,8c3c4056-5d01-49a3-b8d3-a30a372373fe,0.10200000000000001,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-18,,,1721458310307.jpg,,,Lamki Chuha,3.0,,1059.54,28.599359823375213 81.15626972168684 0.0 0.0; 28.59930271586593 81.15637768059969 0.0 0.0; 28.59887764662566 81.15604642778635 0.0 0.0; 28.599016589114964 81.15584123879671 0.0 0.0; 28.599359823375213 81.15626972168684 0.0 0.0,1059.5410402994137,2024-06-27,,,1960.78,,,294.12,98.04,mustard,98.04,winter
179,28.599032 81.1559912 143.29998779296875 4.875,Yes,"[28.599032, 81.1559912]",362285596,[],2024-07-20T16:11:34,8c3c4056-5d01-49a3-b8d3-a30a372373fe,0.10200000000000001,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-18,,,1721458310307.jpg,,,Lamki Chuha,3.0,,1059.54,28.599359823375213 81.15626972168684 0.0 0.0; 28.59930271586593 81.15637768059969 0.0 0.0; 28.59887764662566 81.15604642778635 0.0 0.0; 28.599016589114964 81.15584123879671 0.0 0.0; 28.599359823375213 81.15626972168684 0.0 0.0,1059.5410402994137,2024-06-27,,,1960.78,,,294.12,98.04,fallow,,summer
179,28.599032 81.1559912 143.29998779296875 4.875,Yes,"[28.599032, 81.1559912]",362285596,[],2024-07-20T16:11:34,8c3c4056-5d01-49a3-b8d3-a30a372373fe,0.10200000000000001,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-18,,,1721458310307.jpg,,,Lamki Chuha,3.0,,1059.54,28.599359823375213 81.15626972168684 0.0 0.0; 28.59930271586593 81.15637768059969 0.0 0.0; 28.59887764662566 81.15604642778635 0.0 0.0; 28.599016589114964 81.15584123879671 0.0 0.0; 28.599359823375213 81.15626972168684 0.0 0.0,1059.5410402994137,2024-06-27,,,1960.78,,,294.12,98.04,rice,1960.78,monsoon
180,28.5968147 81.1554091 148.29998779296875 3.7,Yes,"[28.5968147, 81.1554091]",362285745,[],2024-07-20T16:12:04,5f54e27c-fa25-48d3-915a-34e09d66d0ce,0.136,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-12,,,1721460332945.jpg,,,Lamki Chuha,4.0,,684.85,28.597064312550305 81.15538157522678 0.0 0.0; 28.596954216259697 81.15562465041876 0.0 0.0; 28.596758162151886 81.15552842617035 0.0 0.0; 28.59683087295225 81.15527261048555 0.0 0.0; 28.597064312550305 81.15538157522678 0.0 0.0,684.8546452562475,2024-07-01,,,1470.59,,,367.65,220.59,lentil,367.65,winter
180,28.5968147 81.1554091 148.29998779296875 3.7,Yes,"[28.5968147, 81.1554091]",362285745,[],2024-07-20T16:12:04,5f54e27c-fa25-48d3-915a-34e09d66d0ce,0.136,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-12,,,1721460332945.jpg,,,Lamki Chuha,4.0,,684.85,28.597064312550305 81.15538157522678 0.0 0.0; 28.596954216259697 81.15562465041876 0.0 0.0; 28.596758162151886 81.15552842617035 0.0 0.0; 28.59683087295225 81.15527261048555 0.0 0.0; 28.597064312550305 81.15538157522678 0.0 0.0,684.8546452562475,2024-07-01,,,1470.59,,,367.65,220.59,mustard,220.59,winter
180,28.5968147 81.1554091 148.29998779296875 3.7,Yes,"[28.5968147, 81.1554091]",362285745,[],2024-07-20T16:12:04,5f54e27c-fa25-48d3-915a-34e09d66d0ce,0.136,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-12,,,1721460332945.jpg,,,Lamki Chuha,4.0,,684.85,28.597064312550305 81.15538157522678 0.0 0.0; 28.596954216259697 81.15562465041876 0.0 0.0; 28.596758162151886 81.15552842617035 0.0 0.0; 28.59683087295225 81.15527261048555 0.0 0.0; 28.597064312550305 81.15538157522678 0.0 0.0,684.8546452562475,2024-07-01,,,1470.59,,,367.65,220.59,fallow,,summer
180,28.5968147 81.1554091 148.29998779296875 3.7,Yes,"[28.5968147, 81.1554091]",362285745,[],2024-07-20T16:12:04,5f54e27c-fa25-48d3-915a-34e09d66d0ce,0.136,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-12,,,1721460332945.jpg,,,Lamki Chuha,4.0,,684.85,28.597064312550305 81.15538157522678 0.0 0.0; 28.596954216259697 81.15562465041876 0.0 0.0; 28.596758162151886 81.15552842617035 0.0 0.0; 28.59683087295225 81.15527261048555 0.0 0.0; 28.597064312550305 81.15538157522678 0.0 0.0,684.8546452562475,2024-07-01,,,1470.59,,,367.65,220.59,rice,1470.59,monsoon
181,28.5955995 81.1544871 131.10000000000002 3.02,Yes,"[28.5955995, 81.1544871]",362285955,[],2024-07-20T16:12:45,07d669ca-4d06-4721-a03c-c65612830534,0.34,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-19,,,1721461539199.jpg,,,Lamki Chuha,10.0,,2861.99,28.59548792284801 81.15422017872334 0.0 0.0; 28.59588032981507 81.15433651953936 0.0 0.0; 28.59561980472281 81.1550060659647 0.0 0.0; 28.595280679567534 81.15475226193666 0.0 0.0; 28.59548792284801 81.15422017872334 0.0 0.0,2861.994847796199,2024-07-02,,,2941.18,,,294.12,294.12,lentil,294.12,winter
181,28.5955995 81.1544871 131.10000000000002 3.02,Yes,"[28.5955995, 81.1544871]",362285955,[],2024-07-20T16:12:45,07d669ca-4d06-4721-a03c-c65612830534,0.34,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-19,,,1721461539199.jpg,,,Lamki Chuha,10.0,,2861.99,28.59548792284801 81.15422017872334 0.0 0.0; 28.59588032981507 81.15433651953936 0.0 0.0; 28.59561980472281 81.1550060659647 0.0 0.0; 28.595280679567534 81.15475226193666 0.0 0.0; 28.59548792284801 81.15422017872334 0.0 0.0,2861.994847796199,2024-07-02,,,2941.18,,,294.12,294.12,mustard,294.12,winter
181,28.5955995 81.1544871 131.10000000000002 3.02,Yes,"[28.5955995, 81.1544871]",362285955,[],2024-07-20T16:12:45,07d669ca-4d06-4721-a03c-c65612830534,0.34,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-19,,,1721461539199.jpg,,,Lamki Chuha,10.0,,2861.99,28.59548792284801 81.15422017872334 0.0 0.0; 28.59588032981507 81.15433651953936 0.0 0.0; 28.59561980472281 81.1550060659647 0.0 0.0; 28.595280679567534 81.15475226193666 0.0 0.0; 28.59548792284801 81.15422017872334 0.0 0.0,2861.994847796199,2024-07-02,,,2941.18,,,294.12,294.12,fallow,,summer
181,28.5955995 81.1544871 131.10000000000002 3.02,Yes,"[28.5955995, 81.1544871]",362285955,[],2024-07-20T16:12:45,07d669ca-4d06-4721-a03c-c65612830534,0.34,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-19,,,1721461539199.jpg,,,Lamki Chuha,10.0,,2861.99,28.59548792284801 81.15422017872334 0.0 0.0; 28.59588032981507 81.15433651953936 0.0 0.0; 28.59561980472281 81.1550060659647 0.0 0.0; 28.595280679567534 81.15475226193666 0.0 0.0; 28.59548792284801 81.15422017872334 0.0 0.0,2861.994847796199,2024-07-02,,,2941.18,,,294.12,294.12,rice,2941.18,monsoon
182,28.5950717 81.15694 122.2 4.3,Yes,"[28.5950717, 81.15694]",362286069,[],2024-07-20T16:13:06,6b77a39f-2068-4f16-b8fd-c59c1430b4f1,0.34,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-13,,,1721463650129.jpg,,,Lamki Chuha,10.0,,2942.78,28.59512259741552 81.1568085104227 0.0 0.0; 28.59605254096224 81.15731813013554 0.0 0.0; 28.595935378537263 81.15754511207342 0.0 0.0; 28.594994836247444 81.15702509880066 0.0 0.0; 28.59512259741552 81.1568085104227 0.0 0.0,2942.7838435665317,2024-06-28,,,4411.76,,,176.47,161.76,lentil,176.47,winter
182,28.5950717 81.15694 122.2 4.3,Yes,"[28.5950717, 81.15694]",362286069,[],2024-07-20T16:13:06,6b77a39f-2068-4f16-b8fd-c59c1430b4f1,0.34,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-13,,,1721463650129.jpg,,,Lamki Chuha,10.0,,2942.78,28.59512259741552 81.1568085104227 0.0 0.0; 28.59605254096224 81.15731813013554 0.0 0.0; 28.595935378537263 81.15754511207342 0.0 0.0; 28.594994836247444 81.15702509880066 0.0 0.0; 28.59512259741552 81.1568085104227 0.0 0.0,2942.7838435665317,2024-06-28,,,4411.76,,,176.47,161.76,mustard,161.76,winter
182,28.5950717 81.15694 122.2 4.3,Yes,"[28.5950717, 81.15694]",362286069,[],2024-07-20T16:13:06,6b77a39f-2068-4f16-b8fd-c59c1430b4f1,0.34,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-13,,,1721463650129.jpg,,,Lamki Chuha,10.0,,2942.78,28.59512259741552 81.1568085104227 0.0 0.0; 28.59605254096224 81.15731813013554 0.0 0.0; 28.595935378537263 81.15754511207342 0.0 0.0; 28.594994836247444 81.15702509880066 0.0 0.0; 28.59512259741552 81.1568085104227 0.0 0.0,2942.7838435665317,2024-06-28,,,4411.76,,,176.47,161.76,fallow,,summer
182,28.5950717 81.15694 122.2 4.3,Yes,"[28.5950717, 81.15694]",362286069,[],2024-07-20T16:13:06,6b77a39f-2068-4f16-b8fd-c59c1430b4f1,0.34,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-13,,,1721463650129.jpg,,,Lamki Chuha,10.0,,2942.78,28.59512259741552 81.1568085104227 0.0 0.0; 28.59605254096224 81.15731813013554 0.0 0.0; 28.595935378537263 81.15754511207342 0.0 0.0; 28.594994836247444 81.15702509880066 0.0 0.0; 28.59512259741552 81.1568085104227 0.0 0.0,2942.7838435665317,2024-06-28,,,4411.76,,,176.47,161.76,rice,4411.76,monsoon
183,28.5950727 81.156117 133.60000000000002 3.4,Yes,"[28.5950727, 81.156117]",362286207,[],2024-07-20T16:13:33,f5c9d050-08e4-43d6-918f-ad256482c489,0.34,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-15,,,1721464545309.jpg,,,Lamki Chuha,10.0,,3991.19,28.595086683001483 81.15614332258701 0.0 0.0; 28.594450819212636 81.1558087170124 0.0 0.0; 28.594676610174396 81.15527026355267 0.0 0.0; 28.595157334296132 81.15550898015499 0.0 0.0; 28.595069903312027 81.15574568510056 0.0 0.0; 28.5951611612399 81.15596294403076 0.0 0.0; 28.595086683001483 81.15614332258701 0.0 0.0,3991.187834867028,2024-06-25,,,3529.41,,,117.65,588.24,lentil,117.65,winter
